method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4693,0.0,13.88,-34.69,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",3.477,0.0,13.91,-34.77,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4825,0.0,13.93,-34.82,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4836,0.0,13.93,-34.84,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4836,0.0,13.93,-34.84,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",3.5296,0.44,14.12,-34.86,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4868,0.0,13.95,-34.87,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",3.5307,0.44,14.12,-34.87,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4868,0.0,13.95,-34.87,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",3.4868,0.0,13.95,-34.87,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",3.4967,0.0,13.99,-34.97,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",3.4978,0.0,13.99,-34.98,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",3.5011,0.0,14.0,-35.01,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",3.5044,0.0,14.02,-35.04,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",3.5132,0.0,14.05,-35.13,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",3.5636,0.44,14.25,-35.2,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",3.5197,0.0,14.08,-35.2,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",3.5373,0.0,14.15,-35.37,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",3.545,0.0,14.18,-35.45,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",3.5735,0.0,14.29,-35.73,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 0.6}",3.6327,0.0,14.53,-36.33,228
stack_3,"{'corrected': 0.4, 'graph': 1.0, 'adaptive_ridge': 1.0}",3.6338,0.0,14.54,-36.34,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.4}",3.6349,0.0,14.54,-36.35,228
stack_3,"{'corrected': 0.6, 'graph': 1.0, 'adaptive_ridge': 0.8}",3.6393,0.0,14.56,-36.39,228
stack_3,"{'corrected': 0.8, 'graph': 0.8, 'adaptive_ridge': 0.8}",3.6579,0.0,14.63,-36.58,228
stack_3,"{'corrected': 0.6, 'graph': 0.8, 'adaptive_ridge': 1.0}",3.659,0.0,14.64,-36.59,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",3.6634,0.0,14.65,-36.63,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 0.6}",3.6634,0.0,14.65,-36.63,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",3.6689,0.0,14.68,-36.69,228
stack_3,"{'corrected': 0.8, 'graph': 0.6, 'adaptive_ridge': 1.0}",3.6711,0.0,14.68,-36.71,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",3.6787,0.0,14.71,-36.79,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",3.682,0.0,14.73,-36.82,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",3.6842,0.0,14.74,-36.84,228
stack_3,"{'corrected': 1.0, 'graph': 0.6, 'adaptive_ridge': 0.8}",3.6853,0.0,14.74,-36.85,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",3.6919,0.0,14.77,-36.92,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",3.6919,0.0,14.77,-36.92,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",3.7007,0.0,14.8,-37.01,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7029,0.0,14.81,-37.03,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7083,0.0,14.83,-37.08,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7138,0.0,14.86,-37.14,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7182,0.0,14.87,-37.18,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7281,0.0,14.91,-37.28,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",3.7292,0.0,14.92,-37.29,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7314,0.0,14.93,-37.31,228
stack_3,"{'corrected': 1.0, 'graph': 0.4, 'adaptive_ridge': 1.0}",3.7314,0.0,14.93,-37.31,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7346,0.0,14.94,-37.35,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",3.7357,0.0,14.94,-37.36,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7379,0.0,14.95,-37.38,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7412,0.0,14.96,-37.41,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",3.7434,0.0,14.97,-37.43,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",3.7445,0.0,14.98,-37.45,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7489,0.0,15.0,-37.49,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",3.75,0.0,15.0,-37.5,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7511,0.0,15.0,-37.51,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7533,0.0,15.01,-37.53,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7599,0.0,15.04,-37.6,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",3.761,0.0,15.04,-37.61,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",3.7686,0.0,15.07,-37.69,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",3.7785,0.0,15.11,-37.79,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7818,0.0,15.13,-37.82,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",3.7873,0.0,15.15,-37.87,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",3.7895,0.0,15.16,-37.89,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",3.7928,0.0,15.17,-37.93,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7928,0.0,15.17,-37.93,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",3.7939,0.0,15.18,-37.94,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",3.7982,0.0,15.19,-37.98,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",3.807,0.0,15.23,-38.07,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",3.8114,0.0,15.25,-38.11,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",3.8202,0.0,15.28,-38.2,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",3.8224,0.0,15.29,-38.22,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",3.8257,0.0,15.3,-38.26,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",3.8465,0.0,15.39,-38.46,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",3.8487,0.0,15.39,-38.49,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",3.8794,0.0,15.52,-38.79,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9123,0.0,15.65,-39.12,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",3.9364,0.0,15.75,-39.36,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.9441,0.0,15.78,-39.44,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",3.955,0.0,15.82,-39.55,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",3.9638,0.0,15.86,-39.64,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",3.9649,0.0,15.86,-39.65,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",3.9671,0.0,15.87,-39.67,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",3.9704,0.0,15.88,-39.7,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.9715,0.0,15.89,-39.71,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9792,0.0,15.92,-39.79,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9836,0.0,15.93,-39.84,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9846,0.0,15.94,-39.85,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9879,0.0,15.95,-39.88,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.9901,0.0,15.96,-39.9,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",4.0011,0.0,16.0,-40.01,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0022,0.0,16.01,-40.02,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0022,0.0,16.01,-40.02,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",4.0033,0.0,16.01,-40.03,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0066,0.0,16.03,-40.07,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.0077,0.0,16.03,-40.08,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",4.0088,0.0,16.04,-40.09,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0099,0.0,16.04,-40.1,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0132,0.0,16.05,-40.13,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",4.0132,0.0,16.05,-40.13,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.0208,0.0,16.08,-40.21,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",4.023,0.0,16.09,-40.23,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.023,0.0,16.09,-40.23,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0285,0.0,16.11,-40.29,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0307,0.0,16.12,-40.31,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0362,0.0,16.14,-40.36,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.0384,0.0,16.15,-40.38,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0417,0.0,16.17,-40.42,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0428,0.0,16.17,-40.43,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0439,0.0,16.18,-40.44,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",4.045,0.0,16.18,-40.45,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0526,0.0,16.21,-40.53,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0603,0.0,16.24,-40.6,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.0625,0.0,16.25,-40.62,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.08,0.0,16.32,-40.8,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",4.0932,0.0,16.37,-40.93,228
stack_3,"{'corrected': 0.8, 'graph': 0.8, 'adaptive_ridge': 1.0}",4.2018,0.0,16.81,-42.02,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 0.8}",4.2072,0.0,16.83,-42.07,228
stack_3,"{'corrected': 0.6, 'graph': 1.0, 'adaptive_ridge': 1.0}",4.2193,0.0,16.88,-42.19,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",4.2248,0.0,16.9,-42.25,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 0.8}",4.2292,0.0,16.92,-42.29,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.6}",4.2357,0.0,16.94,-42.36,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",4.2401,0.0,16.96,-42.4,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",4.2489,0.0,17.0,-42.49,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",4.2489,0.0,17.0,-42.49,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",4.2489,0.0,17.0,-42.49,228
stack_3,"{'corrected': 1.0, 'graph': 0.6, 'adaptive_ridge': 1.0}",4.25,0.0,17.0,-42.5,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",4.2588,0.0,17.04,-42.59,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",4.2708,0.0,17.08,-42.71,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",4.2719,0.0,17.09,-42.72,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",4.2719,0.0,17.09,-42.72,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",4.2763,0.0,17.11,-42.76,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",4.2796,0.0,17.12,-42.8,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",4.2862,0.0,17.14,-42.86,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",4.2895,0.0,17.16,-42.89,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",4.2993,0.0,17.2,-42.99,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",4.3004,0.0,17.2,-43.0,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",4.3048,0.0,17.22,-43.05,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3147,0.0,17.26,-43.15,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3169,0.0,17.27,-43.17,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3169,0.0,17.27,-43.17,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",4.318,0.0,17.27,-43.18,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",4.318,0.0,17.27,-43.18,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3246,0.0,17.3,-43.25,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3246,0.0,17.3,-43.25,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3279,0.0,17.31,-43.28,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",4.33,0.0,17.32,-43.3,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3333,0.0,17.33,-43.33,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3344,0.0,17.34,-43.34,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3344,0.0,17.34,-43.34,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3355,0.0,17.34,-43.36,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3355,0.0,17.34,-43.36,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3355,0.0,17.34,-43.36,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3421,0.0,17.37,-43.42,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3432,0.0,17.37,-43.43,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3432,0.0,17.37,-43.43,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3432,0.0,17.37,-43.43,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3432,0.0,17.37,-43.43,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3443,0.0,17.38,-43.44,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3454,0.0,17.38,-43.45,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3487,0.0,17.39,-43.49,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",4.3509,0.0,17.4,-43.51,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3531,0.0,17.41,-43.53,228
