method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.0}",1.3673,10.09,5.47,-3.59,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.0}",1.3936,10.09,5.57,-3.85,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.0}",1.3969,10.09,5.59,-3.88,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.0}",1.4013,10.09,5.61,-3.93,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.5, 'ridge': 1.0}",1.4068,10.09,5.63,-3.98,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.0}",1.3246,9.21,5.3,-4.04,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.0, 'ridge': 1.0}",1.4134,10.09,5.65,-4.05,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.25}",1.3092,8.77,5.24,-4.32,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 1.0}",1.4616,10.09,5.85,-4.53,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.25}",1.5088,10.53,6.04,-4.56,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.0}",1.3366,8.77,5.35,-4.59,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.75, 'ridge': 1.0}",1.4243,9.65,5.7,-4.59,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.25, 'ridge': 1.0}",1.4276,9.65,5.71,-4.63,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.0}",1.3454,8.77,5.38,-4.68,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.25}",1.3235,8.33,5.29,-4.9,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.25}",1.3257,8.33,5.3,-4.92,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.0}",1.4221,9.21,5.69,-5.01,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.5}",1.5603,10.53,6.24,-5.08,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.25}",1.4737,9.65,5.89,-5.09,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.25}",1.3443,8.33,5.38,-5.11,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 1.0}",1.4342,9.21,5.74,-5.13,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.5}",1.5713,10.53,6.29,-5.19,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 1.0}",1.4419,9.21,5.77,-5.21,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.25}",1.4912,9.65,5.96,-5.26,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.25}",1.4923,9.65,5.97,-5.27,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.0}",1.4485,9.21,5.79,-5.27,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.5}",1.5822,10.53,6.33,-5.3,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.0}",1.4364,8.77,5.75,-5.59,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.0}",1.4989,8.77,6.0,-6.22,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.25}",1.6382,8.77,6.55,-7.61,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.5}",1.5625,7.89,6.25,-7.73,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.25}",1.6546,8.77,6.62,-7.77,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.5}",1.4013,6.14,5.61,-7.87,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.0}",1.5143,7.02,6.06,-8.12,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.75}",1.5208,6.58,6.08,-8.63,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.0}",1.523,6.58,6.09,-8.65,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.75}",1.5307,6.58,6.12,-8.73,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.25}",1.5022,5.7,6.01,-9.32,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.0}",1.5461,6.14,6.18,-9.32,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.25}",1.5066,5.7,6.03,-9.36,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.0}",1.5625,6.14,6.25,-9.48,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.25}",1.4879,5.26,5.95,-9.62,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.0}",1.5559,5.7,6.22,-9.86,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.0}",1.5658,5.7,6.26,-9.96,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.75}",1.6864,6.58,6.75,-10.29,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.75}",1.6941,6.58,6.78,-10.36,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.75}",1.6579,6.14,6.63,-10.44,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.75}",1.7094,6.58,6.84,-10.52,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.75}",1.6732,6.14,6.69,-10.59,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.75}",1.7094,6.14,6.84,-10.95,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.25}",1.5811,4.82,6.32,-10.99,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.75}",1.7325,6.14,6.93,-11.18,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.75}",1.7423,6.14,6.97,-11.28,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.0, 'ridge': 1.0}",1.6382,4.82,6.55,-11.56,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.5}",1.7961,6.14,7.18,-11.82,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.25, 'ridge': 1.0}",1.6502,4.39,6.6,-12.12,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.0}",1.7018,4.82,6.81,-12.19,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.0}",1.7061,4.82,6.82,-12.24,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.5}",1.7993,5.7,7.2,-12.29,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.5, 'ridge': 1.0}",1.67,4.39,6.68,-12.31,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.5}",1.8026,5.7,7.21,-12.32,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.0}",1.7182,4.82,6.87,-12.36,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.5}",1.8114,5.7,7.25,-12.41,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 1.0}",1.682,4.39,6.73,-12.43,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.5}",1.8136,5.7,7.25,-12.43,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.0}",1.761,4.82,7.04,-12.79,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.0}",1.761,4.82,7.04,-12.79,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.0, 'ridge': 1.0}",1.7193,4.39,6.88,-12.81,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.0}",1.7643,4.82,7.06,-12.82,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.0}",1.7654,4.82,7.06,-12.83,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.0}",1.7697,4.82,7.08,-12.87,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 1.0}",1.7379,4.39,6.95,-12.99,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.5}",1.8322,5.26,7.33,-13.06,228
cascade_match,"{'B1': 0.10847639999999996, 'B2': 0.10770479999999995, 'B3': 0.11945694999999998, 'B4': 0.11581349999999999}",1.773,4.39,7.09,-13.34,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.0}",1.773,4.39,7.09,-13.34,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.0}",1.7741,4.39,7.1,-13.36,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.0}",1.7785,4.39,7.11,-13.4,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.75}",1.7368,3.95,6.95,-13.42,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.0}",1.7851,4.39,7.14,-13.46,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.0}",1.8147,4.39,7.26,-13.76,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.25, 'ridge': 1.0}",1.6425,2.63,6.57,-13.79,228
learned_graph,"{'B1': 0.10847639999999996, 'B2': 0.10770479999999995, 'B3': 0.11945694999999998, 'B4': 0.11581349999999999}",1.8202,4.39,7.28,-13.82,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.0}",1.8202,4.39,7.28,-13.82,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.0}",1.8235,4.39,7.29,-13.85,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.25}",1.8684,4.82,7.47,-13.86,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.5, 'ridge': 1.0}",1.6546,2.63,6.62,-13.91,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.75, 'ridge': 1.0}",1.6743,2.63,6.7,-14.11,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 1.0, 'ridge': 1.0}",1.6765,2.63,6.71,-14.13,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.0}",1.8377,3.95,7.35,-14.43,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.0}",1.8377,3.95,7.35,-14.43,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.75}",1.9013,4.39,7.61,-14.63,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.75}",1.9178,4.39,7.67,-14.79,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.75}",1.8827,3.95,7.53,-14.88,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.75}",1.8893,3.95,7.56,-14.95,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.75}",1.8191,3.07,7.28,-15.12,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.0, 'ridge': 1.0}",1.8783,3.51,7.51,-15.27,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.75}",1.7971,2.63,7.19,-15.34,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.25, 'ridge': 1.0}",1.8947,3.51,7.58,-15.44,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.75}",1.8081,2.63,7.23,-15.45,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.25}",1.8125,2.63,7.25,-15.49,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 1.0}",1.9024,3.51,7.61,-15.52,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 1.0}",1.8268,2.63,7.31,-15.64,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 1.0}",1.9232,3.51,7.69,-15.72,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.25, 'ridge': 1.0}",1.8454,2.63,7.38,-15.82,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.5, 'ridge': 1.0}",1.8575,2.63,7.43,-15.94,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.75, 'ridge': 1.0}",1.8662,2.63,7.46,-16.03,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.25}",1.83,2.19,7.32,-16.11,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 1.0}",1.8838,2.63,7.54,-16.21,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.0, 'ridge': 1.0}",1.9748,3.51,7.9,-16.24,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.75, 'ridge': 1.0}",1.8114,1.75,7.25,-16.36,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.5}",2.0121,3.51,8.05,-16.61,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 1.0}",2.0121,3.51,8.05,-16.61,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.5}",1.9737,3.07,7.89,-16.67,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.5}",2.0318,3.51,8.13,-16.81,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.5}",2.0406,3.51,8.16,-16.9,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 1.0, 'ridge': 1.0}",1.8366,1.32,7.35,-17.05,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 1.0}",1.8849,1.32,7.54,-17.53,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.0}",2.0263,2.63,8.11,-17.63,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.75}",1.943,1.75,7.77,-17.68,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.75}",1.9496,1.75,7.8,-17.74,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.75, 'ridge': 1.0}",1.9134,1.32,7.65,-17.82,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.5, 'ridge': 1.0}",1.9134,1.32,7.65,-17.82,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.0}",2.0132,2.19,8.05,-17.94,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 1.0, 'ridge': 1.0}",1.9265,1.32,7.71,-17.95,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.0, 'ridge': 1.0}",2.0351,2.19,8.14,-18.16,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.25, 'ridge': 1.0}",2.045,2.19,8.18,-18.26,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.5, 'ridge': 1.0}",2.057,2.19,8.23,-18.38,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.75}",2.0154,1.75,8.06,-18.4,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.75}",1.9792,1.32,7.92,-18.48,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 1.0}",2.0746,2.19,8.3,-18.55,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.75}",1.989,1.32,7.96,-18.57,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.75}",2.0077,1.32,8.03,-18.76,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 1.0}",2.0504,1.32,8.2,-19.19,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 1.0, 'ridge': 1.0}",2.0724,1.32,8.29,-19.41,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 1.0}",2.1283,1.32,8.51,-19.97,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.5, 'ridge': 1.0}",2.1393,1.32,8.56,-20.08,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.75}",2.1546,1.32,8.62,-20.23,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.75}",2.1118,0.88,8.45,-20.24,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.75, 'ridge': 1.0}",2.1579,1.32,8.63,-20.26,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.75}",2.1656,1.32,8.66,-20.34,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 1.0, 'ridge': 1.0}",2.1689,1.32,8.68,-20.37,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.75}",2.1765,1.32,8.71,-20.45,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.5}",2.2357,1.75,8.94,-20.6,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.25}",2.1053,0.44,8.42,-20.61,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.75}",2.1941,1.32,8.78,-20.63,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.75}",2.2007,1.32,8.8,-20.69,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.5}",2.2478,1.75,8.99,-20.72,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.75}",2.2138,1.32,8.86,-20.82,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.75}",2.2248,1.32,8.9,-20.93,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.75}",2.2379,1.32,8.95,-21.06,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.0, 'ridge': 1.0}",2.3432,0.88,9.37,-22.55,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 1.0}",2.3607,0.88,9.44,-22.73,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.25, 'ridge': 1.0}",2.3695,0.88,9.48,-22.82,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 1.0}",2.341,0.44,9.36,-22.97,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 1.0}",2.3629,0.44,9.45,-23.19,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.75, 'ridge': 1.0}",2.3706,0.44,9.48,-23.27,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.0}",2.3717,0.44,9.49,-23.28,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 1.0}",2.3739,0.44,9.5,-23.3,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 1.0, 'ridge': 1.0}",2.3794,0.44,9.52,-23.36,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.25, 'ridge': 1.0}",2.3838,0.44,9.54,-23.4,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.5, 'ridge': 1.0}",2.4046,0.44,9.62,-23.61,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.75, 'ridge': 1.0}",2.4068,0.44,9.63,-23.63,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 1.0}",2.4156,0.44,9.66,-23.72,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.75}",2.4364,0.44,9.75,-23.93,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.75}",2.4496,0.44,9.8,-24.06,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.75}",2.4594,0.44,9.84,-24.16,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.5}",2.5581,1.32,10.23,-24.27,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.75}",2.4715,0.44,9.89,-24.28,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.0}",2.5274,0.88,10.11,-24.4,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.75}",2.4857,0.44,9.94,-24.42,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.75}",2.4923,0.44,9.97,-24.48,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.0}",2.5373,0.88,10.15,-24.5,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.0}",2.5921,0.88,10.37,-25.04,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 1.0}",2.6064,0.44,10.43,-25.62,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 1.0, 'ridge': 1.0}",2.6162,0.44,10.46,-25.72,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.75}",2.6458,0.44,10.58,-26.02,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.75}",2.6535,0.44,10.61,-26.1,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.75}",2.6656,0.44,10.66,-26.22,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 1.0}",2.6831,0.44,10.73,-26.39,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.0}",2.6853,0.44,10.74,-26.41,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.5, 'ridge': 1.0}",2.6864,0.44,10.75,-26.43,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.0}",2.6875,0.44,10.75,-26.44,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.75, 'ridge': 1.0}",2.693,0.44,10.77,-26.49,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.75}",2.7029,0.44,10.81,-26.59,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 1.0, 'ridge': 1.0}",2.7105,0.44,10.84,-26.67,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.25, 'ridge': 1.0}",2.7862,0.44,11.14,-27.42,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.5, 'ridge': 1.0}",2.7884,0.44,11.15,-27.45,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.0, 'ridge': 1.0}",2.7971,0.44,11.19,-27.53,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 1.0}",2.8092,0.44,11.24,-27.65,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 1.0}",2.8158,0.44,11.26,-27.72,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.75, 'ridge': 1.0}",2.8333,0.44,11.33,-27.89,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 1.0}",2.8487,0.44,11.39,-28.05,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.25, 'ridge': 1.0}",2.8498,0.44,11.4,-28.06,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 1.0, 'ridge': 1.0}",2.8509,0.44,11.4,-28.07,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.5, 'ridge': 1.0}",2.8717,0.44,11.49,-28.28,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.75, 'ridge': 1.0}",2.8969,0.44,11.59,-28.53,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 1.0}",2.898,0.44,11.59,-28.54,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 1.0}",2.9046,0.44,11.62,-28.61,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 1.0}",2.9211,0.44,11.68,-28.77,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.75}",2.9539,0.44,11.82,-29.1,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 1.0, 'ridge': 1.0}",2.9539,0.44,11.82,-29.1,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.5, 'ridge': 1.0}",2.9572,0.44,11.83,-29.13,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.75, 'ridge': 1.0}",2.9594,0.44,11.84,-29.16,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.75}",2.9737,0.44,11.89,-29.3,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 1.0}",3.091,0.44,12.36,-30.47,228
