tree_id,source,split,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,v7_stacking_density_B1,v7_stacking_density_B2,v7_stacking_density_B3,v7_stacking_density_B4,v7_stacking_density_total,v7_stacking_bracketed_B1,v7_stacking_bracketed_B2,v7_stacking_bracketed_B3,v7_stacking_bracketed_B4,v7_stacking_bracketed_total,_err_v7_ordinal_b3,v7_ordinal_b3_B1,v7_ordinal_b3_B2,v7_ordinal_b3_B3,v7_ordinal_b3_B4,v7_ordinal_b3_total,v8_entropy_modulated_B1,v8_entropy_modulated_B2,v8_entropy_modulated_B3,v8_entropy_modulated_B4,v8_entropy_modulated_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,v8_b2_b4_boosted_B1,v8_b2_b4_boosted_B2,v8_b2_b4_boosted_B3,v8_b2_b4_boosted_B4,v8_b2_b4_boosted_total,v8_floor_anchor_50_B1,v8_floor_anchor_50_B2,v8_floor_anchor_50_B3,v8_floor_anchor_50_B4,v8_floor_anchor_50_total,v8_per_side_median_B1,v8_per_side_median_B2,v8_per_side_median_B3,v8_per_side_median_B4,v8_per_side_median_total,v8_side_agreement_B1,v8_side_agreement_B2,v8_side_agreement_B3,v8_side_agreement_B4,v8_side_agreement_total,v8_multi_consensus_B1,v8_multi_consensus_B2,v8_multi_consensus_B3,v8_multi_consensus_B4,v8_multi_consensus_total,v9_selector_B1,v9_selector_B2,v9_selector_B3,v9_selector_B4,v9_selector_total,v9_b2_median_v6_B1,v9_b2_median_v6_B2,v9_b2_median_v6_B3,v9_b2_median_v6_B4,v9_b2_median_v6_total,v9_median_strong5_B1,v9_median_strong5_B2,v9_median_strong5_B3,v9_median_strong5_B4,v9_median_strong5_total
DAMIMAS_A21B_0031,json,train,13,4,0,2,8,3,13,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,5,2,8,0,1,4,2,7,0,1,5,2,8,0,1,1,2,4,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,5,2,8,0,1,5,2,8,0,1,4,2,7,0,1,4,2,7,0,1,3,2,6,0,1,4,2,7,0,1,3,2,6,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7
DAMIMAS_A21B_0032,json,train,22,4,4,2,10,6,22,2,1,6,4,13,2,1,6,4,13,2,1,5,3,11,2,1,5,3,11,2,1,5,3,11,2,1,5,3,11,2,1,6,3,12,2,1,6,4,13,2,1,6,3,12,1,1,1,1,4,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,6,4,13,2,1,6,4,13,2,1,6,3,12,2,1,4,3,10,1,1,3,2,7,2,1,5,3,11,1,1,3,2,7,2,1,6,4,13,2,1,6,4,13,2,1,6,3,12
DAMIMAS_A21B_0033,json,train,18,4,0,0,16,2,18,0,0,9,1,10,0,0,9,1,10,0,0,8,1,9,0,0,8,1,9,0,0,8,1,9,0,0,8,1,9,0,0,9,1,10,0,0,9,1,10,0,0,10,1,11,0,0,1,1,2,0,0,9,1,10,0,0,8,1,9,0,0,8,1,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,8,1,9,0,0,8,1,9,0,0,8,1,9,0,0,6,1,7,0,0,4,1,5,0,0,8,1,9,0,0,4,1,5,0,0,9,1,10,0,0,9,1,10,0,0,8,1,9
DAMIMAS_A21B_0034,json,train,16,4,0,2,6,8,16,0,1,3,5,9,0,1,3,5,9,0,1,3,4,8,0,1,3,4,8,0,1,3,4,8,0,1,3,4,8,0,1,3,5,9,0,1,3,4,8,0,1,4,4,9,0,1,1,1,3,0,1,3,5,9,0,1,3,5,9,0,1,3,5,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,3,5,9,0,1,3,5,9,0,1,3,4,8,0,1,3,4,8,0,1,2,3,6,0,1,3,4,8,0,1,2,3,6,0,1,3,5,9,0,1,3,5,9,0,1,3,4,8
DAMIMAS_A21B_0035,json,train,13,4,0,9,4,0,13,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,5,2,0,7,0,6,2,0,8,0,1,1,0,2,0,6,2,0,8,0,5,2,0,7,0,5,2,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,5,2,0,7,0,5,2,0,7,0,4,2,0,6,0,5,2,0,7,0,4,2,0,6,0,4,2,0,6,0,4,2,0,6,0,6,2,0,8,0,5,2,0,7,0,5,2,0,7
DAMIMAS_A21B_0036,json,train,15,4,0,2,13,0,15,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,8,0,9,0,1,1,0,2,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,5,0,6,0,1,4,0,5,0,1,6,0,7,0,1,4,0,5,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8
DAMIMAS_A21B_0037,json,train,21,4,0,5,11,5,21,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,7,3,13,0,1,1,1,3,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,5,3,11,0,2,3,2,7,0,2,6,2,10,0,2,3,2,7,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12
DAMIMAS_A21B_0038,json,train,21,4,4,0,9,8,21,2,0,5,5,12,2,0,5,5,12,2,0,5,4,11,2,0,5,4,11,2,0,5,4,11,2,0,5,4,11,2,0,5,5,12,2,0,5,5,12,2,0,6,4,12,1,0,1,1,3,2,0,5,5,12,2,0,5,5,12,2,0,5,5,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,5,5,12,2,0,5,5,12,2,0,5,4,11,2,0,4,4,10,1,0,3,3,7,2,0,4,4,10,1,0,3,3,7,2,0,5,5,12,2,0,5,5,12,2,0,5,4,11
DAMIMAS_A21B_0039,json,train,15,4,3,9,3,0,15,2,5,2,0,9,1,5,2,0,8,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,6,2,0,10,1,1,1,0,3,1,5,2,0,8,1,5,2,0,8,1,5,2,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,2,0,9,2,5,2,0,9,1,4,2,0,7,1,4,2,0,7,1,3,2,0,6,1,4,2,0,7,1,3,2,0,6,1,5,2,0,8,1,4,2,0,7,1,4,2,0,7
DAMIMAS_A21B_0040,json,train,21,4,4,3,8,6,21,2,2,4,4,12,2,2,5,4,13,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,5,3,12,2,2,5,4,13,2,2,5,3,12,1,1,1,1,4,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,5,4,13,2,2,5,4,13,2,2,5,3,12,2,2,4,3,11,1,1,3,2,7,2,2,4,3,11,1,1,3,2,7,2,2,5,4,13,2,2,5,4,13,2,2,5,3,12
DAMIMAS_A21B_0041,json,train,23,4,3,5,10,5,23,2,3,6,3,14,2,3,6,3,14,2,3,5,3,13,2,3,5,3,13,2,3,5,3,13,2,3,5,3,13,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,1,1,1,1,4,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,5,3,13,1,2,4,2,9,1,2,5,3,11,1,2,4,2,9,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14
DAMIMAS_A21B_0042,json,train,15,4,5,2,6,2,15,3,1,3,1,8,2,1,3,1,7,3,1,3,1,8,3,1,3,1,8,3,1,3,1,8,3,1,3,1,8,3,1,3,1,8,3,1,3,1,8,3,1,4,1,9,1,1,1,1,4,2,1,3,1,7,2,1,3,1,7,2,1,3,1,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,3,1,7,2,1,3,1,7,2,1,3,1,7,2,1,3,1,7,2,1,2,1,6,2,1,3,1,7,2,1,2,1,6,2,1,3,1,7,2,1,3,1,7,2,1,3,1,7
DAMIMAS_A21B_0043,json,train,23,4,3,6,14,0,23,2,3,8,0,13,2,3,8,0,13,2,3,7,0,12,2,3,7,0,12,2,3,7,0,12,2,3,7,0,12,2,3,8,0,13,2,4,8,0,14,2,4,9,0,15,1,2,1,0,4,2,3,7,0,12,2,3,8,0,13,2,3,8,0,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,8,0,14,2,4,8,0,14,2,3,8,0,13,2,3,6,0,11,2,3,4,0,9,2,3,8,0,13,2,3,4,0,9,2,3,7,0,12,2,3,7,0,12,2,3,7,0,12
DAMIMAS_A21B_0044,json,train,16,4,4,2,8,2,16,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,5,1,9,2,1,4,1,8,2,1,5,1,9,1,1,1,1,4,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,1,1,3,1,6,2,1,3,1,7,1,1,3,1,6,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8
DAMIMAS_A21B_0045,json,train,29,4,2,0,20,7,29,1,0,11,4,16,1,0,12,5,18,1,0,11,4,16,1,0,11,4,16,1,0,11,4,16,1,0,11,4,16,1,0,12,4,17,1,0,12,4,17,1,0,12,4,17,1,0,1,1,3,1,0,11,4,16,1,0,12,5,18,1,0,12,5,18,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,12,5,18,1,0,12,5,18,1,0,12,4,17,1,0,9,4,14,1,0,6,3,10,1,0,11,4,16,1,0,6,3,10,1,0,11,4,16,1,0,11,4,16,1,0,11,4,16
DAMIMAS_A21B_0046,txt,,13,4,0,0,6,7,13,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,0,0,4,4,8,0,0,3,4,7,0,0,4,4,8,0,0,1,1,2,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7,0,0,3,3,6,0,0,2,2,4,0,0,3,4,7,0,0,2,2,4,0,0,3,4,7,0,0,3,4,7,0,0,3,4,7
DAMIMAS_A21B_0047,txt,,13,4,5,7,1,0,13,3,4,1,0,8,2,4,1,0,7,3,4,1,0,8,3,4,1,0,8,3,4,1,0,8,3,4,1,0,8,3,4,1,0,8,3,4,1,0,8,3,4,1,0,8,1,1,1,0,3,2,4,1,0,7,2,4,1,0,7,2,4,1,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,1,0,7,2,4,1,0,7,2,3,1,0,6,2,3,1,0,6,2,2,1,0,5,2,4,1,0,7,2,2,1,0,5,2,4,1,0,7,2,3,1,0,6,2,3,1,0,6
DAMIMAS_A21B_0048,txt,,15,4,3,4,6,2,15,2,2,3,1,8,1,2,3,1,7,2,2,3,1,8,2,2,3,1,8,2,2,3,1,8,2,2,3,1,8,2,2,3,1,8,2,2,3,1,8,2,2,4,1,9,1,1,1,1,4,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,1,8,2,2,3,1,8,1,2,3,1,7,1,2,3,1,7,1,2,2,1,6,1,2,3,1,7,1,2,2,1,6,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7
DAMIMAS_A21B_0049,txt,,13,4,0,0,10,3,13,0,0,6,2,8,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7,0,0,6,2,8,0,0,5,2,7,0,0,6,2,8,0,0,1,1,2,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7,0,0,4,2,6,0,0,3,1,4,0,0,5,2,7,0,0,3,1,4,0,0,5,2,7,0,0,5,2,7,0,0,5,2,7
DAMIMAS_A21B_0050,txt,,15,4,4,0,4,7,15,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,1,0,1,1,3,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,1,0,2,3,6,2,0,2,3,7,1,0,2,3,6,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8
DAMIMAS_A21B_0051,txt,,24,4,1,21,2,0,24,1,12,1,0,14,1,12,1,0,14,1,11,1,0,13,1,11,2,0,14,1,11,1,0,13,1,11,1,0,13,1,12,1,0,14,1,12,1,0,14,1,13,1,0,15,1,1,2,0,4,1,13,1,0,15,1,11,1,0,13,1,11,2,0,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,11,2,0,14,1,11,2,0,14,1,10,2,0,13,1,9,2,0,12,1,7,2,0,10,1,10,2,0,13,1,7,2,0,10,1,10,2,0,13,1,10,1,0,12,1,10,2,0,13
DAMIMAS_A21B_0052,txt,,22,4,6,6,7,3,22,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,4,4,4,2,14,3,4,4,2,13,1,1,1,1,4,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12,3,3,3,2,11,2,2,2,2,8,3,3,4,2,12,2,2,2,2,8,3,3,4,2,12,3,3,4,2,12,3,3,4,2,12
DAMIMAS_A21B_0053,txt,,14,4,2,2,6,4,14,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,4,2,8,1,1,1,1,4,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7,1,1,2,1,5,1,1,3,2,7,1,1,2,1,5,1,1,3,2,7,1,1,3,2,7,1,1,3,2,7
DAMIMAS_A21B_0054,txt,,20,4,1,2,5,12,20,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11,1,1,1,1,4,1,1,3,7,12,1,1,3,7,12,1,1,3,7,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,7,12,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11,1,1,3,4,9,1,1,3,6,11,1,1,3,4,9,1,1,3,7,12,1,1,3,7,12,1,1,3,7,12
DAMIMAS_A21B_0055,txt,,21,4,7,13,1,0,21,4,7,1,0,12,4,7,1,0,12,4,7,1,0,12,4,7,1,0,12,4,7,1,0,12,4,7,1,0,12,4,7,1,0,12,4,8,1,0,13,4,8,1,0,13,1,1,1,0,3,4,7,1,0,12,3,7,1,0,11,3,7,1,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,7,1,0,11,3,7,1,0,11,3,6,1,0,10,3,6,1,0,10,2,4,1,0,7,3,7,1,0,11,2,4,1,0,7,4,7,1,0,12,4,6,1,0,11,3,6,1,0,10
DAMIMAS_A21B_0056,txt,,14,4,4,0,4,6,14,2,0,2,4,8,2,0,2,4,8,2,0,2,3,7,2,0,3,3,8,2,0,2,3,7,2,0,2,3,7,2,0,2,3,7,2,0,2,3,7,2,0,2,3,7,1,0,1,1,3,2,0,2,4,8,2,0,2,3,7,2,0,3,3,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,3,4,9,2,0,3,4,9,2,0,3,3,8,2,0,3,3,8,1,0,3,3,7,2,0,3,3,8,1,0,3,3,7,2,0,2,4,8,2,0,2,4,8,2,0,3,3,8
DAMIMAS_A21B_0057,txt,,23,4,4,3,11,5,23,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,7,3,14,1,1,1,1,4,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,5,3,12,1,2,4,2,9,2,2,5,2,11,1,2,4,2,9,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13
DAMIMAS_A21B_0058,txt,,15,4,5,0,4,6,15,3,0,2,4,9,2,0,2,4,8,3,0,2,3,8,3,0,2,3,8,3,0,2,3,8,3,0,2,3,8,3,0,2,3,8,3,0,2,3,8,3,0,2,3,8,1,0,1,1,3,2,0,2,4,8,2,0,2,4,8,2,0,2,4,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,2,4,8,2,0,2,4,8,2,0,2,3,7,2,0,2,3,7,2,0,2,2,6,2,0,2,3,7,2,0,2,2,6,2,0,2,4,8,2,0,2,4,8,2,0,2,3,7
DAMIMAS_A21B_0059,txt,,8,4,5,3,0,0,8,3,2,0,0,5,2,2,0,0,4,3,2,0,0,5,3,2,0,0,5,3,2,0,0,5,3,2,0,0,5,3,2,0,0,5,3,2,0,0,5,3,2,0,0,5,1,1,0,0,2,2,2,0,0,4,2,2,0,0,4,2,2,0,0,4,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,0,0,4,2,2,0,0,4,2,1,0,0,3,2,2,0,0,4,2,1,0,0,3,2,1,0,0,3,2,1,0,0,3,2,2,0,0,4,2,2,0,0,4,2,2,0,0,4
DAMIMAS_A21B_0060,txt,,16,4,3,1,5,7,16,2,1,3,4,10,1,1,3,4,9,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,1,1,1,1,4,2,1,3,4,10,1,1,3,4,9,1,1,3,4,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,3,4,10,2,1,3,4,10,1,1,3,4,9,1,1,3,4,9,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,2,1,3,4,10,2,1,3,4,10,1,1,3,4,9
DAMIMAS_A21B_0061,txt,,20,4,2,4,13,1,20,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,8,1,12,1,2,8,1,12,1,1,1,1,4,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,5,1,9,1,2,4,1,8,1,2,6,1,10,1,2,4,1,8,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11
DAMIMAS_A21B_0062,txt,,15,4,3,3,5,4,15,2,2,3,2,9,1,2,3,2,8,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,1,1,1,1,4,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,3,10,2,2,3,3,10,1,2,3,2,8,1,2,3,2,8,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8
DAMIMAS_A21B_0063,txt,,16,4,5,8,3,0,16,3,4,2,0,9,2,4,2,0,8,3,4,2,0,9,3,4,2,0,9,3,4,2,0,9,3,4,2,0,9,3,5,2,0,10,3,5,2,0,10,3,5,2,0,10,1,1,1,0,3,2,4,2,0,8,2,4,2,0,8,3,4,2,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,4,2,0,9,3,4,2,0,9,3,4,2,0,9,3,4,2,0,9,3,3,1,0,7,3,4,1,0,8,3,3,1,0,7,2,4,2,0,8,2,4,2,0,8,3,4,2,0,9
DAMIMAS_A21B_0064,txt,,12,4,2,4,5,1,12,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,1,1,1,4,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7
DAMIMAS_A21B_0065,txt,,24,4,7,0,12,5,24,4,0,7,3,14,4,0,7,3,14,4,0,6,3,13,4,0,6,3,13,4,0,6,3,13,4,0,6,3,13,4,0,7,3,14,4,0,7,3,14,4,0,7,3,14,1,0,1,1,3,4,0,7,3,14,4,0,7,3,14,4,0,7,3,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,4,0,7,3,14,4,0,7,3,14,4,0,7,3,14,3,0,5,3,11,2,0,4,2,8,3,0,6,2,11,2,0,4,2,8,4,0,7,3,14,4,0,7,3,14,4,0,7,3,14
DAMIMAS_A21B_0066,txt,,26,4,4,4,8,10,26,2,2,4,6,14,2,2,5,6,15,2,2,4,5,13,2,2,4,5,13,2,2,4,5,13,2,2,4,5,13,2,2,5,6,15,2,2,5,6,15,2,2,5,5,14,1,1,1,1,4,2,2,5,6,15,2,2,4,6,14,2,2,4,6,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,6,14,2,2,4,6,14,2,2,4,6,14,2,2,4,5,13,1,1,3,3,8,2,2,4,6,14,1,1,3,3,8,2,2,5,6,15,2,2,5,6,15,2,2,4,6,14
DAMIMAS_A21B_0067,txt,,24,4,7,14,3,0,24,4,8,2,0,14,4,8,2,0,14,4,7,2,0,13,4,7,2,0,13,4,7,2,0,13,4,7,2,0,13,4,8,2,0,14,4,8,2,0,14,4,9,2,0,15,1,1,1,0,3,4,8,2,0,14,4,8,2,0,14,4,8,2,0,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,4,8,2,0,14,4,8,2,0,14,4,7,2,0,13,3,6,2,0,11,2,5,1,0,8,3,7,2,0,12,2,5,1,0,8,4,8,2,0,14,4,7,2,0,13,4,7,2,0,13
DAMIMAS_A21B_0068,txt,,18,4,4,5,3,6,18,2,3,2,4,11,2,3,2,4,11,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,1,1,1,1,4,2,3,2,4,11,2,3,2,3,10,2,3,2,3,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,2,4,11,2,3,2,4,11,2,2,2,3,9,2,3,2,3,10,2,2,1,2,7,2,2,1,3,8,2,2,1,2,7,2,3,2,4,11,2,3,2,4,11,2,3,2,3,10
DAMIMAS_A21B_0069,txt,,19,4,3,3,11,2,19,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,7,1,12,1,1,1,1,4,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,5,1,10,1,1,4,1,7,1,1,5,1,8,1,1,4,1,7,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11
DAMIMAS_A21B_0070,txt,,17,4,0,0,9,8,17,0,0,5,5,10,0,0,5,5,10,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,5,10,0,0,5,5,10,0,0,6,4,10,0,0,1,1,2,0,0,5,5,10,0,0,5,5,10,0,0,5,5,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,5,10,0,0,5,5,10,0,0,5,4,9,0,0,4,4,8,0,0,3,3,6,0,0,4,4,8,0,0,3,3,6,0,0,5,5,10,0,0,5,5,10,0,0,5,4,9
DAMIMAS_A21B_0071,txt,,18,4,4,14,0,0,18,2,8,0,0,10,2,8,0,0,10,2,7,0,0,9,2,7,0,0,9,2,7,0,0,9,2,7,0,0,9,2,8,0,0,10,2,8,0,0,10,2,9,0,0,11,1,1,0,0,2,2,8,0,0,10,2,7,0,0,9,2,7,0,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,7,0,0,9,2,7,0,0,9,2,7,0,0,9,2,6,0,0,8,1,5,0,0,6,2,6,0,0,8,1,5,0,0,6,2,8,0,0,10,2,7,0,0,9,2,7,0,0,9
DAMIMAS_A21B_0072,txt,,21,4,3,7,8,3,21,2,4,4,2,12,2,4,5,2,13,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,5,2,13,2,4,5,2,13,2,4,5,2,13,1,1,1,1,4,2,4,5,2,13,2,4,5,2,13,2,4,5,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,5,2,13,2,4,5,2,13,2,4,5,2,13,2,3,4,2,11,1,2,3,1,7,1,4,4,2,11,1,2,3,1,7,2,4,5,2,13,2,4,5,2,13,2,4,5,2,13
